,PC1_loading,PC2_loading
21.333333333333332,-3.8168757e-05,7.754978e-06
21.444444444444443,-3.382043e-05,1.4308145e-05
21.555555555555554,-4.8983668e-05,-4.712768e-05
21.666666666666664,-3.9274848e-05,-1.8241877e-05
21.777777777777775,-2.2337024e-05,1.7575563e-05
21.88888888888889,-2.8737819e-05,-2.5974712e-05
22.0,-3.2909837e-05,-3.0208275e-05
22.11111111111111,-4.385154e-05,-2.2871185e-05
22.22222222222222,-4.568335e-05,-1.4595926e-05
22.333333333333332,-6.0864302e-05,-4.3466873e-05
22.444444444444443,-3.5999932e-05,2.855903e-05
22.555555555555554,-2.6283533e-05,-8.365149e-06
22.666666666666664,-6.766572e-05,-3.2329863e-05
22.777777777777775,-5.8011865e-05,2.0966789e-05
22.88888888888889,-4.655378e-05,3.9564693e-05
23.0,-6.4691834e-05,-1.9605874e-05
23.11111111111111,-5.2210726e-05,-1.6280937e-05
23.22222222222222,-4.795622e-05,-4.060205e-05
23.333333333333332,-3.6843016e-05,-1.3688699e-05
23.444444444444443,-5.829406e-05,1.9500407e-05
23.555555555555554,-7.0594404e-05,6.027672e-06
23.666666666666664,-5.3925967e-05,-9.044732e-06
23.777777777777775,-6.737971e-05,-1.6500204e-05
23.88888888888889,-9.227265e-05,-8.647135e-05
24.0,-7.615755e-05,3.6664514e-06
24.11111111111111,-5.7365185e-05,-5.2381434e-05
24.22222222222222,-8.6306034e-05,-3.6005295e-05
24.333333333333332,-7.4455435e-05,-3.426225e-05
24.444444444444443,-6.941345e-05,-5.4881684e-06
24.555555555555554,-3.9721548e-05,-4.951865e-06
24.666666666666664,-5.9521128e-05,-3.5632213e-05
24.777777777777775,-6.6272885e-05,-1.26434925e-05
24.888888888888886,-4.290033e-05,9.833893e-07
25.0,-7.72386e-05,-5.0356626e-05
25.11111111111111,-5.6580953e-05,-6.588148e-05
25.22222222222222,-1.855918e-05,1.7231674e-05
25.333333333333332,-3.6081157e-05,-1.5470994e-05
25.444444444444443,-4.8331378e-05,-4.9494203e-05
25.555555555555554,-5.070573e-05,-2.0547643e-05
25.666666666666664,-3.5549307e-05,3.3338874e-05
25.777777777777775,-4.5429937e-05,3.9082737e-05
25.888888888888886,-5.1663366e-05,2.4598627e-05
26.0,-3.7014423e-05,4.8627982e-05
26.11111111111111,-4.7765698e-05,-2.9665184e-06
26.22222222222222,-2.4209026e-05,4.5571745e-05
26.333333333333332,-5.1791925e-05,3.216535e-06
26.444444444444443,-6.543505e-05,-5.848042e-05
26.555555555555554,-1.9584053e-05,2.7357137e-05
26.666666666666664,-3.624657e-05,2.048392e-05
26.777777777777775,-3.7393096e-05,-3.3681135e-05
26.888888888888886,-3.6780748e-05,7.5098965e-06
27.0,-1.6108621e-05,-3.0699875e-06
27.11111111111111,-4.1636282e-05,-3.664372e-05
27.22222222222222,-4.0420153e-05,3.241236e-05
27.333333333333332,-2.8168637e-05,2.8637834e-05
27.444444444444443,-2.43851e-05,1.3499902e-05
27.555555555555554,-3.9617375e-05,2.139721e-05
27.666666666666664,-4.453036e-05,-1.5732578e-05
